PESC,SelectiveServiceIndicator,"This is used to indicate if the applicant is required to register in the US for the draft.  If so, use True."
PESC,SelectiveServiceNumber,This is the Selective Service Number issued by the US government
PESC,SEOG,A logical grouping of components related to a Federal Secondary Education Opportunity Grant.
PESC,SessionBeginDate,Actual calendar date when session begins.
PESC,SessionDesignator,The academic session for which the data are recorded and applicable.
PESC,SessionDesignatorSuffix,A free form extension to the session ID to differentiate discreet sub-sessions within the same session
PESC,SessionEndDate,Actual calendar date when session ends.
PESC,SessionName,Free-form name of session.
PESC,SessionSchoolYear,This is the range of years that are considered to be a school year.  
PESC,SessionType,Indicates the type of academic session at an educational institution.
PESC,SignatureDate,The date the signature occurred.
PESC,SignatureSourceCode,This code indicates the source of the signatures.
PESC,SLSDebtAmount,"The borrower's total Federal Supplemental Loans for Students (SLS) debt prior to this loan period, as known by the sending organization."
PESC,SoftwareProvider,The software provider and product. Provider cannot be sent without the Version element.
PESC,SoftwareVersion,The software version number.
PESC,SpecialProgramAdmissionIndicator,"True if student was admitted to a special program, false otherwise."
PESC,Sponsor,"Organization, company, school, person, etc. that sponsored the award"
PESC,SponsorOrganization,Information about the organization that has offered to sponsor the international applicant
PESC,SponsorPerson,Information about the person that has offered to sponsor the international applicant
PESC,SponsorType,"Organization, company, school, person, etc. that sponsored the award"
PESC,SSN,The person's U.S. Social Security Number
PESC,StaffordLoanDebtAmount,"The borrower's total Federal Stafford loan debt prior to this loan period, as known by the sending organization."
PESC,StateProvince,"The literal name of the state, province or territory of a postal address of the source of this document. Use for addresses outside US or Canada."
PESC,StateProvinceCode,The code that identifies the state or province in the US or Canada in which the agency that assigned the identification number to the student is located.
PESC,StudentActivitiesCode,Code for extracurricular activities engaged in by the student.
PESC,StudentLevel,The classification of the student at the time the student took the test
PESC,StudentLevelCode,The current grade level of the student or the highest grade level attained by the student at the time the record was created.
PESC,Subtest,Subdivision of a standardized test 
PESC,SubtestCode,"Code identifying the sub-part of a standardized test (e.g. Quantitative, Verbal).  These codes are the older codes originally included in the EDI transaction sets.  They are tied to each individual test. "
PESC,SubtestName,Name of the sub-part of a standardized test
PESC,TestCode,Code identifying the test in the older EDI version of Test Codes 
PESC,TestDate,Date of the test
PESC,TestName,Name identifying the test
PESC,TestScoreMethod,Code identifying the method used to measure and report the test scores
PESC,TestScores,The score received on the test
PESC,TestYear,Date of the test when only the year is available
PESC,TestYearMonth,Date of the test when only the month and year are available
PESC,ThesisDissertationAdvisor,The advisor (Major Professor) supervising the Thesis or Dissertation on behalf of the student earning the degree.
PESC,ThesisDissertationTitle,The title of the thesis or dissertation.
PESC,TotalAllAge,The total count of students of all ages.
PESC,TotalAllRaceEthnicity,A gender breakdown of all students regardless of race/ethnicity.
PESC,TotalCancellationAmount,Total amount cancelled
PESC,TotalCount,Specifies the total number of awards in this document. This information is summarized by program by award year.
PESC,TotalCountAccepted,Total number of accepted awards in this document. This information is summarized by award type and by award year.
PESC,TotalCountAllGenders,The total number of males and females within a category.
PESC,TotalCountCorrected,Total number of corrected awards in this document. This information is summarized by award type by award year.
PESC,TotalCountDuplicate,Total number of duplicate awards in this document. This information is summarized by award type by award year.
PESC,TotalCountRejected,Total number of rejected awards in this document. This information is summarized by award type by award year.
PESC,TotalCountSSAdministration,Total number of students in this document that are reported by CPS to have an SSA match not equal to 4. This information is summarized by award type by award    year.
PESC,TotalCountVerificationSelected,Total number of students in this document that are reported selected for verification by CPS. This information is summarized by award type by award year.
PESC,TotalDeficitAmount,Total deficit
PESC,TotalEligibilityUsed,"For Pell, total percentage of the student's annual Pell eligibility used for all schools for the specific award year. For ACG and National SMART Grant, total percentage of the student's eligibility used at each applicable grade level across all award years and    schools."
PESC,TotalFinancialAwardAccepted,The total dollar amount accepted in this document.
PESC,TotalFinancialAwardCorrected,The total dollar value reported in this document for corrected Pell disbursements.
PESC,TotalFinancialDisbursementAccepted,The total dollar amount accepted in this document.
PESC,TotalFundedDisbursementAccepted,The total dollar amount funded in this document.
PESC,TotalNetDisbursementAmount,Total loan or grant disbursed
PESC,TotalNetEFTAmount,Total EFT Disbursed
PESC,TotalNetNonEFTAmount,Total non-EFT disbused
PESC,TotalNettedCancellationAmount,Total amount netted on cancellation
PESC,TotalNonFundedDisbursementAccepted,The total dollar amount not funded in this document.
PESC,TotalNumberAwards,The number of Financial Aid awards awarded by a school.
PESC,TotalOutstandingCancellationAmount,Total outstanding from cancellation
PESC,TotalQualityPoints,The total value of quality points used for the calculation of the Grade Point Average.
PESC,TotalReissueAmount,Total amount reissued
PESC,TotalReportedAward,The total dollar value for awards reported in this document. This information is summarized by program by award year. This tag is listed in the Reported Summary and the Program Year Summary complex elements.
PESC,TotalReportedDisbursement,"The total dollar value reported in this document. For Direct Loan, this is the total gross disbursement amount. This information is summarized by program by award year. This tag is listed in the Reported Summary and the Program Year Summary complex elements."
PESC,TotalStudentLoanDebtAmount,Total combined Student Loan Debt.
PESC,TransmissionType,The nature of the transmission
PESC,TwoOrMoreRaces,"A gender breakdown of persons who claim two or more races, not previously counted in another race or ethnicity count."
PESC,UndergradHoursInGradDegree,The number of hours a student used as part of the graduate degree.
PESC,URL,The Uniform Resource Locator of source institution
PESC,URLAddress,The Uniform Resource Locator (URL) address of the sending high school or of a contact at the sending high school
PESC,USIS,The unique identifier assigned by the Statistics Canada University Student Information System for each postsecondary data exchange partner 
PESC,USStudyFormsReceipt,An indication of the institution's receipt of forms or documents needed from non-american citizens for postsecondary study in the United States.
PESC,VerificationStatusCode,Verification status of the applicant as reported by the school.
PESC,VisaExpirationDate,The date the applicant's current visa will expire
PESC,WeeksProgramsAcademicYear,Total number of weeks of instructional time in the School's definition of academic year for this student's Program of Study.
PESC,WeeksUsedCalculate,"Total Number of weeks of instructional time in the payment periods for which this student is eligible.  Valid Values depend upon Payment Methodology and Academic Calendar fields.  Must be completed when Payment Methodologies 2, 3, 4, or 5 are used."
PESC,White,"A gender breakdown of persons having origins in any of the original peoples of Europe, the Middle East, or North Africa."
PESC,YearsAtAddress,The number of years the person to whom the credit data applies has been at the address indicated.
PESC,YTDDisbursementAmount,"For Pell and TEACH Grant, the total amount that has been disbursed to the student for the award year at all schools. For ACG and National SMART Grant, the total amount that has been disbursed to the student for the award."
